batch_id,production_date,plant,production_line,vehicle_model,shift,units_produced,defective_units,defect_category,rework_units,scrap_units,downtime_minutes,cycle_time_seconds,quality_score,supplier_id,component_category,inspection_status,temperature_c,operator_team,notes
BATCH-00702,2025-09-26,Plant 01,Line 1,Eterna,Afternoon,87,1,Electronics,1,0,20.35,69.12,97.74,SUP-03,Braking,Passed,21.4,Team Alpha,
BATCH-00653,2025-08-19,Plant 01,Line 2,Aquila GT,Morning,74,4,Dimensional,2,0,12.05,73.32,91.52,SUP-12,Electronics,Failed,22.3,Team Delta,Minor process adjustment performed.
BATCH-01528,2025-04-21,Plant 02,Line 1,Aquila GT,Night,83,3,Mechanical,0,3,8.57,77.87,94.9,SUP-09,Electronics,Review,22.6,Team Delta,Production line calibration completed.
BATCH-01346,2025-08-13,Plant 02,Line 4,Eterna,Morning,120,3,Interior,3,0,40.76,68.66,95.28,SUP-11,Suspension,Passed,22.4,Team Alpha,
BATCH-00605,2025-10-16,Plant 01,Line 4,Veloce S,Night,96,2,Electronics,2,0,37.94,77.36,97.46,SUP-02,Powertrain,Passed,22.8,Team Gamma,
BATCH-00529,2025-10-10,Plant 02,Line 2,Veloce S,Morning,66,0,None,0,0,53.65,76.33,99.39,SUP-12,Body,Passed,20.4,Team Gamma,Minor process adjustment performed.
BATCH-00380,2025-10-11,Plant 01,Line 3,Veloce S,Afternoon,74,2,Dimensional,2,0,25.16,65.4,95.34,SUP-07,Powertrain,Review,21.5,Team Alpha,Production line calibration completed.
BATCH-01662,2025-08-24,Plant 01,Line 3,Strada X,Afternoon,74,1,Assembly,1,0,30.35,96.1,95.95,SUP-10,Braking,Passed,23.4,Team Gamma,
BATCH-00018,2025-10-26,Plant 02,Line 3,Aquila GT,Afternoon,115,1,Mechanical,1,0,33.03,74.66,95.91,SUP-04,Suspension,Passed,24.9,Team Alpha,Production line calibration completed.
BATCH-01379,2025-07-24,Plant 02,Line 1,Aquila GT,Morning,55,1,Mechanical,0,1,31.48,86.75,96.49,SUP-09,Body,Passed,21.9,Team Gamma,Supplier component verification required.
BATCH-01069,2025-01-27,Plant 01,Line 1,Aquila GT,Afternoon,46,5,Assembly,3,1,7.6,84.26,83.29,SUP-11,Braking,Failed,24.1,Team Alpha,
BATCH-01880,2025-07-11,Plant 01,Line 4,Aquila GT,Night,85,1,Paint,0,1,0.0,98.47,95.53,SUP-11,Interior,Passed,22.1,Team Beta,
BATCH-01913,2025-04-24,Plant 01,Line 4,Aquila GT,Night,76,2,Electronics,1,1,18.41,81.14,94.85,SUP-10,Suspension,Review,24.1,Team Alpha,Minor process adjustment performed.
BATCH-01200,2025-04-23,Plant 02,Line 1,Eterna,Afternoon,56,2,Paint,0,2,8.89,95.29,94.36,SUP-10,Body,Review,22.2,Team Alpha,
BATCH-00551,2025-03-26,Plant 01,Line 3,Aquila GT,Morning,61,4,Assembly,4,0,12.04,74.05,92.86,SUP-03,Braking,Failed,21.3,Team Alpha,Production line calibration completed.
BATCH-01270,2025-10-19,Plant 02,Line 2,Strada X,Morning,73,0,None,0,0,51.67,78.45,97.5,SUP-06,Suspension,Passed,23.0,Team Gamma,
BATCH-01968,2025-06-30,Plant 02,Line 3,Eterna,Morning,113,5,Assembly,0,1,44.66,67.41,92.01,SUP-01,Interior,Failed,21.5,Team Alpha,
BATCH-01740,2025-01-08,Plant 02,Line 1,Eterna,Morning,88,2,Dimensional,0,1,18.9,78.91,95.41,SUP-03,Powertrain,Passed,21.2,Team Alpha,
BATCH-01459,2025-01-29,Plant 01,Line 1,Veloce S,Night,90,5,Paint,1,0,25.26,83.13,87.97,SUP-03,Electronics,Failed,21.6,Team Alpha,
BATCH-00202,2025-01-04,Plant 01,Line 1,Eterna,Morning,88,3,Assembly,0,1,32.6,86.66,94.97,SUP-08,Body,Review,22.1,Team Beta,Minor process adjustment performed.
BATCH-00962,2025-11-19,Plant 02,Line 3,Aquila GT,Night,106,4,Paint,4,0,7.76,76.13,93.55,SUP-03,Powertrain,Review,24.6,Team Gamma,Production line calibration completed.
BATCH-01726,2025-01-19,Plant 02,Line 3,Eterna,Afternoon,83,1,Dimensional,1,0,58.02,71.37,95.67,SUP-06,Electronics,Passed,19.2,Team Beta,Routine quality inspection completed.
BATCH-00090,2025-06-25,Plant 02,Line 2,Veloce S,Morning,49,1,Interior,0,0,34.48,91.16,98.02,SUP-03,Interior,Passed,25.5,Team Delta,
BATCH-01744,2025-09-21,Plant 02,Line 1,Aquila GT,Morning,83,3,Interior,1,1,47.22,98.17,93.65,SUP-11,Interior,Review,19.4,Team Alpha,
BATCH-01443,2025-01-28,Plant 01,Line 2,Eterna,Night,80,3,Paint,0,1,22.21,87.7,92.53,SUP-12,Electronics,Review,24.4,Team Alpha,Minor process adjustment performed.
BATCH-01451,2025-08-18,Plant 01,Line 3,Veloce S,Morning,81,2,Interior,0,0,39.45,93.9,95.8,SUP-09,Interior,Passed,23.6,Team Gamma,
BATCH-00982,2025-02-09,Plant 02,Line 2,Veloce S,Afternoon,107,2,Mechanical,1,1,20.7,86.17,95.67,SUP-02,Electronics,Passed,23.8,Team Delta,
BATCH-01039,2025-08-09,Plant 02,Line 2,Veloce S,Afternoon,68,2,Mechanical,0,1,38.17,85.01,94.78,SUP-12,Electronics,Review,28.3,Team Alpha,Routine quality inspection completed.
BATCH-00555,2025-09-29,Plant 02,Line 2,Aquila GT,Morning,50,1,Dimensional,0,0,39.76,90.06,95.6,SUP-12,Electronics,Passed,22.1,Team Gamma,Production line calibration completed.
BATCH-01165,2025-08-30,Plant 01,Line 2,Strada X,Night,103,2,Mechanical,2,0,7.04,89.36,97.17,SUP-05,Braking,Passed,19.2,Team Gamma,Routine quality inspection completed.
BATCH-01820,2025-01-05,Plant 02,Line 4,Strada X,Afternoon,103,1,Dimensional,0,1,24.16,64.56,97.75,SUP-04,Powertrain,Passed,22.8,Team Gamma,
BATCH-01195,2025-12-11,Plant 02,Line 4,Veloce S,Morning,79,2,Electronics,1,1,12.19,74.36,94.06,SUP-02,Body,Review,21.4,Team Gamma,
BATCH-00394,2025-04-15,Plant 02,Line 2,Strada X,Afternoon,100,1,Mechanical,0,1,25.54,80.86,95.16,SUP-06,Interior,Passed,24.0,Team Alpha,
BATCH-00796,2025-04-14,Plant 02,Line 4,Veloce S,Afternoon,72,3,Interior,3,0,33.71,82.03,94.92,SUP-09,Electronics,Failed,22.9,Team Beta,Routine quality inspection completed.
BATCH-00754,2025-12-10,Plant 02,Line 3,Eterna,Morning,105,3,Assembly,1,1,36.47,69.08,94.79,SUP-06,Suspension,Review,23.5,Team Gamma,Supplier component verification required.
BATCH-01678,2025-05-27,Plant 01,Line 2,Aquila GT,Night,70,3,Assembly,2,0,51.4,84.06,92.35,SUP-01,Electronics,Failed,25.6,Team Gamma,
BATCH-00187,2025-03-02,Plant 01,Line 2,Veloce S,Morning,110,1,Assembly,0,0,17.36,72.76,97.34,SUP-11,Braking,Passed,22.7,Team Beta,Supplier component verification required.
BATCH-01685,2025-07-06,Plant 01,Line 4,Eterna,Afternoon,90,2,Electronics,0,1,9.46,76.23,95.35,SUP-01,Suspension,Passed,21.9,Team Delta,
BATCH-00552,2025-03-15,Plant 02,Line 3,Veloce S,Night,50,2,Electronics,1,0,44.52,80.48,91.92,SUP-11,Powertrain,Review,18.6,Team Alpha,Minor process adjustment performed.
BATCH-00647,2025-10-22,Plant 02,Line 2,Aquila GT,Night,111,3,Dimensional,3,0,37.5,72.86,92.74,SUP-01,Powertrain,Review,25.0,Team Delta,Minor process adjustment performed.
BATCH-01369,2025-01-07,Plant 02,Line 2,Veloce S,Morning,78,1,Dimensional,0,1,51.14,91.0,99.58,SUP-04,Interior,Passed,19.2,Team Alpha,
BATCH-00498,2025-08-10,Plant 02,Line 2,Aquila GT,Night,115,3,Paint,1,1,39.29,96.96,96.07,SUP-02,Braking,Review,22.2,Team Alpha,
BATCH-01517,2025-10-30,Plant 02,Line 1,Eterna,Afternoon,67,1,Electronics,0,0,0.0,92.79,96.16,SUP-07,Body,Passed,27.1,Team Delta,Supplier component verification required.
BATCH-00143,2025-06-23,Plant 01,Line 1,Veloce S,Night,76,2,Mechanical,2,0,31.34,74.31,95.22,SUP-04,Powertrain,Review,24.3,Team Delta,Production line calibration completed.
BATCH-01686,2025-12-30,Plant 01,Line 4,Eterna,Morning,106,4,Assembly,2,1,5.57,67.9,95.44,SUP-02,Electronics,Review,17.6,Team Gamma,Production line calibration completed.
BATCH-00078,2025-03-10,Plant 01,Line 3,Veloce S,Night,104,3,Paint,3,0,37.15,92.91,95.11,SUP-08,Suspension,Review,21.1,Team Gamma,Production line calibration completed.
BATCH-01232,2025-09-18,Plant 01,Line 1,Veloce S,Morning,118,3,Paint,0,1,6.0,67.14,97.65,SUP-07,Body,Review,25.8,Team Alpha,Production line calibration completed.
BATCH-01759,2025-03-22,Plant 01,Line 3,Strada X,Afternoon,53,0,None,0,0,5.52,75.55,100,SUP-07,Suspension,Passed,26.0,Team Alpha,
BATCH-00743,2025-05-28,Plant 01,Line 3,Eterna,Afternoon,114,3,Assembly,0,0,49.09,96.92,94.87,SUP-05,Suspension,Review,21.7,Team Alpha,
BATCH-01525,2025-12-23,Plant 01,Line 3,Eterna,Afternoon,118,6,Dimensional,0,5,44.31,85.77,93.76,SUP-04,Electronics,Failed,22.7,Team Beta,Supplier component verification required.
BATCH-00139,2025-04-07,Plant 02,Line 1,Strada X,Afternoon,92,0,None,0,0,58.45,78.56,97.64,SUP-01,Powertrain,Passed,22.5,Team Delta,Production line calibration completed.
BATCH-00432,2025-11-29,Plant 02,Line 4,Eterna,Afternoon,85,0,None,0,0,26.27,88.07,98.31,SUP-05,Suspension,Passed,22.4,Team Beta,
BATCH-01615,2025-02-14,Plant 02,Line 3,Aquila GT,Night,78,1,Dimensional,0,1,40.06,88.71,96.38,SUP-02,Powertrain,Passed,19.1,Team Gamma,
BATCH-00501,2025-03-31,Plant 02,Line 4,Veloce S,Afternoon,94,4,Assembly,2,1,24.64,74.7,94.6,SUP-09,Interior,Failed,23.1,Team Gamma,Routine quality inspection completed.
BATCH-01398,2025-12-14,Plant 02,Line 1,Aquila GT,Afternoon,95,1,Dimensional,0,1,23.13,84.76,97.55,SUP-12,Suspension,Passed,24.1,Team Gamma,Supplier component verification required.
BATCH-01244,2025-03-28,Plant 02,Line 4,Eterna,Afternoon,66,1,Electronics,1,0,19.27,73.61,95.94,SUP-04,Body,Passed,23.8,Team Gamma,
BATCH-01636,2025-07-12,Plant 02,Line 3,Strada X,night,67,3,Mechanical,3,0,40.22,83.04,91.41,SUP-08,Body,Failed,19.6,Team Delta,Routine quality inspection completed.
BATCH-01783,2025-10-11,Plant 02,Line 3,Veloce S,Afternoon,109,1,Assembly,0,1,30.18,70.61,96.76,SUP-01,Powertrain,Passed,23.6,Team Alpha,Minor process adjustment performed.
BATCH-01701,2025-04-19,Plant 02,Line 3,Eterna,Afternoon,86,6,Electronics,6,0,37.32,80.76,88.41,SUP-12,Body,Failed,17.3,Team Alpha,
BATCH-01064,2025-06-22,Plant 01,Line 2,Strada X,Morning,118,1,Paint,1,0,23.73,93.1,96.97,SUP-06,Body,Passed,21.3,Team Delta,
BATCH-00252,2025-02-08,Plant 01,Line 4,Eterna,Afternoon,97,2,Dimensional,2,0,30.05,79.09,94.87,SUP-02,Braking,Passed,21.6,Team Delta,Minor process adjustment performed.
BATCH-01084,2025-01-27,Plant 02,Line 4,Eterna,Afternoon,73,1,Mechanical,1,0,27.02,87.11,97.08,SUP-03,Powertrain,Passed,22.9,Team Gamma,
BATCH-00950,2025-04-15,Plant 02,Line 3,Aquila GT,Night,57,3,Paint,1,2,54.67,80.93,91.08,SUP-04,Electronics,Failed,23.2,Team Beta,Production line calibration completed.
BATCH-01228,2025-09-10,Plant 01,Line 4,Veloce S,Morning,110,2,Mechanical,1,1,33.26,81.16,94.98,SUP-08,Body,Passed,21.0,Team Beta,
BATCH-00771,2025-07-03,Plant 01,Line 2,Strada X,Afternoon,102,1,Electronics,0,1,25.82,69.94,96.07,SUP-02,Interior,Passed,22.4,Team Beta,
BATCH-00861,2025-10-29,Plant 01,Line 4,Eterna,Afternoon,47,1,Interior,1,0,38.71,78.0,94.87,SUP-10,Electronics,Passed,25.0,Team Alpha,Supplier component verification required.
BATCH-00493,2025-07-17,Plant 02,Line 4,Aquila GT,Night,116,3,Electronics,1,0,25.88,83.79,97.95,SUP-12,Interior,Review,23.5,Team Gamma,Minor process adjustment performed.
BATCH-00101,2025-02-23,Plant 02,Line 4,Veloce S,Afternoon,111,3,Assembly,0,0,51.13,82.0,94.87,SUP-11,Powertrain,Review,23.2,Team Alpha,Production line calibration completed.
BATCH-01420,2025-08-21,Plant 02,Line 3,Strada X,Night,90,1,Assembly,0,0,43.86,84.1,97.45,SUP-10,Suspension,Passed,20.9,Team Gamma,Minor process adjustment performed.
BATCH-00921,2025-04-29,Plant 02,Line 2,Aquila GT,Afternoon,114,0,None,0,0,18.16,83.86,100,SUP-01,Suspension,Passed,23.3,Team Gamma,
BATCH-00329,2025-11-29,Plant 01,Line 2,Aquila GT,Afternoon,57,0,None,0,0,30.56,82.24,99.8,SUP-04,Braking,Passed,24.7,Team Alpha,
BATCH-00436,2025-09-02,Plant 01,Line 2,Eterna,Night,91,2,Assembly,2,0,74.37,95.21,96.16,SUP-11,Braking,Passed,23.7,Team Gamma,
BATCH-01397,2025-07-07,Plant 02,Line 3,Eterna,Afternoon,97,1,Interior,0,0,25.42,85.79,97.81,SUP-02,Braking,Passed,19.5,Team Beta,Minor process adjustment performed.
BATCH-00652,2025-07-08,Plant 02,Line 2,Aquila GT,Afternoon,59,0,None,0,0,24.65,80.16,100,SUP-04,Braking,Passed,21.6,Team Delta,Production line calibration completed.
BATCH-01231,2025-06-30,Plant 02,Line 4,Strada X,Morning,85,3,Assembly,3,0,12.91,90.27,94.24,SUP-03,Electronics,Review,24.1,Team Alpha,Production line calibration completed.
BATCH-01733,2025-05-15,Plant 01,Line 1,Aquila GT,Morning,117,3,Interior,1,2,18.6,539.46,94.47,SUP-12,Suspension,Review,26.1,Team Alpha,
BATCH-01215,2025-04-15,Plant 01,Line 3,Aquila GT,Morning,47,2,Interior,0,2,40.43,630.39,91.62,SUP-01,Interior,Failed,24.0,Team Gamma,
BATCH-01774,2025-12-21,Plant 01,Line 1,Eterna,Morning,75,1,Electronics,1,0,37.74,80.74,95.77,SUP-11,Braking,Passed,22.0,Team Delta,Routine quality inspection completed.
BATCH-00014,2025-12-03,Plant 01,Line 4,Strada X,Morning,86,0,None,0,0,17.57,92.09,97.87,SUP-07,Body,Passed,23.6,Team Gamma,
BATCH-00938,2025-07-27,Plant 01,Line 2,Aquila GT,Night,114,3,Electronics,2,0,37.89,75.77,94.0,SUP-04,Electronics,Review,20.3,Team Gamma,Minor process adjustment performed.
BATCH-00076,18/02/2025,Plant 02,Line 4,Aquila GT,Afternoon,90,5,Mechanical,0,2,15.6,81.18,93.4,SUP-07,Braking,Failed,23.8,Team Alpha,
BATCH-01625,2025-07-12,Plant 02,Line 3,Strada X,Night,98,3,Paint,3,0,31.55,92.22,93.74,SUP-12,Body,Review,23.6,Team Delta,Minor process adjustment performed.
BATCH-01206,2025-12-27,Plant 02,Line 2,Veloce S,Morning,84,3,Mechanical,2,0,0.0,95.75,93.65,SUP-07,Body,Review,20.8,Team Gamma,Supplier component verification required.
BATCH-01655,2025-11-21,Plant 01,Line 2,Eterna,Afternoon,70,0,None,0,0,27.0,76.96,98.87,SUP-02,Powertrain,Passed,23.9,Team Gamma,Routine quality inspection completed.
BATCH-01535,2025-05-23,Plant 02,Line 2,Veloce S,Morning,99,5,Mechanical,2,0,18.61,84.05,92.54,SUP-07,Body,Failed,25.6,Team Beta,Routine quality inspection completed.
BATCH-01460,2025-04-18,Plant 01,Line 3,Veloce S,Night,77,1,Interior,1,0,32.57,72.72,98.05,SUP-01,Body,Passed,25.5,Team Alpha,Production line calibration completed.
BATCH-00384,2025-11-03,Plant 01,Line 2,Veloce S,Morning,58,0,None,0,0,32.4,102.37,98.75,SUP-04,Electronics,Passed,20.9,Team Alpha,
BATCH-00526,2025-06-09,Plant 01,Line 3,Veloce S,Morning,69,1,Electronics,1,0,11.8,73.6,94.89,SUP-11,Suspension,Passed,23.4,Team Gamma,
BATCH-01832,2025-08-06,Plant 01,Line 4,Aquila GT,Afternoon,81,1,Mechanical,0,0,10.88,93.08,98.33,SUP-11,Suspension,Passed,25.7,Team Alpha,Supplier component verification required.
BATCH-00353,2025-01-19,Plant 02,Line 3,Aquila GT,Morning,60,2,Mechanical,0,0,10.76,76.97,95.92,SUP-05,Interior,Review,22.3,Team Beta,Minor process adjustment performed.
BATCH-01344,2025-07-14,Plant 01,Line 1,Strada X,Night,82,6,Mechanical,6,0,37.81,77.12,87.33,SUP-03,Electronics,Failed,19.6,Team Gamma,Minor process adjustment performed.
BATCH-00816,2025-08-06,Plant 02,Line 3,Eterna,Afternoon,113,1,Dimensional,1,0,49.4,80.97,98.6,SUP-01,Electronics,Passed,21.5,Team Delta,Minor process adjustment performed.
BATCH-00701,2025-09-07,Plant 01,Line 4,Aquila GT,Night,54,0,None,0,0,16.66,98.13,98.52,SUP-06,Electronics,Passed,19.5,Team Alpha,Routine quality inspection completed.
BATCH-01505,2025-11-21,Plant 02,Line 1,Eterna,Afternoon,82,0,None,0,0,23.76,77.11,99.39,SUP-01,Interior,Passed,22.0,Team Beta,Minor process adjustment performed.
BATCH-01102,2025-05-15,Plant 01,Line 4,Aquila GT,Morning,50,0,None,0,0,46.95,68.95,99.14,SUP-06,Body,Passed,23.8,Team Gamma,Supplier component verification required.
BATCH-00092,2025-08-06,Plant 02,Line 1,Aquila GT,Night,76,2,Mechanical,1,1,37.23,89.78,95.03,SUP-01,Powertrain,Review,20.5,Team Delta,Minor process adjustment performed.
BATCH-00993,2025-04-07,Plant 01,Line 1,Strada X,Night,119,3,Assembly,1,0,70.4,69.91,95.0,SUP-09,Body,Review,20.0,Team Delta,Minor process adjustment performed.
BATCH-00957,2025-04-13,Plant 01,Line 3,Aquila GT,Morning,48,1,Paint,1,0,36.3,87.01,96.94,SUP-03,Suspension,Passed,22.7,Team Gamma,Routine quality inspection completed.
BATCH-01162,2025-06-20,Plant 02,Line 1,Eterna,Afternoon,56,1,Dimensional,0,0,38.8,67.59,98.25,SUP-12,Braking,Passed,23.2,Team Delta,Supplier component verification required.
BATCH-01143,2025-02-02,Plant 02,Line 4,Strada X,Morning,55,1,Dimensional,1,0,45.48,81.42,93.75,SUP-12,Electronics,Review,23.7,Team Gamma,
BATCH-00410,2025-09-11,Plant 01,Line 1,Veloce S,Afternoon,109,2,Mechanical,2,0,2.11,93.7,96.85,SUP-09,Body,Passed,24.7,Team Delta,
BATCH-00340,2025-02-16,Plant 01,Line 2,Strada X,Night,86,0,None,0,0,4.16,76.05,97.22,SUP-01,Braking,Passed,20.0,Team Beta,
BATCH-01688,2025-09-12,Plant 02,Line 3,Veloce S,Afternoon,75,3,Mechanical,3,0,41.93,86.05,96.14,SUP-02,Body,Review,26.5,Team Alpha,Routine quality inspection completed.
BATCH-01342,2025-04-09,Plant 02,Line 4,Veloce S,Afternoon,80,1,Mechanical,1,0,40.26,80.34,96.34,SUP-10,Interior,Passed,21.8,Team Gamma,Routine quality inspection completed.
BATCH-00345,2025-07-02,Plant 02,Line 1,Eterna,Afternoon,120,5,Assembly,5,0,45.44,79.86,94.52,SUP-12,Suspension,Failed,22.8,Team Delta,Supplier component verification required.
BATCH-00052,2025-02-04,Plant 02,Line 2,Eterna,Morning,65,1,Mechanical,1,0,34.83,80.34,95.93,SUP-05,Electronics,Passed,24.5,Team Alpha,Routine quality inspection completed.
BATCH-00845,2025-03-13,Plant 02,Line 3,Eterna,Morning,108,0,None,0,0,35.03,68.14,99.44,SUP-12,Interior,Passed,23.0,Team Delta,Minor process adjustment performed.
BATCH-01241,2025-09-13,Plant 01,Line 3,Strada X,Morning,117,2,Dimensional,0,2,42.23,82.66,94.8,SUP-01,Body,Passed,21.2,Team Delta,
BATCH-01062,2025-01-10,Plant 01,Line 4,Aquila GT,Night,67,0,None,0,0,38.45,78.73,96.03,SUP-10,Body,Passed,23.4,Team Delta,
BATCH-00364,2025-08-03,Plant 02,Line 2,Veloce S,Morning,102,4,Paint,3,1,5.52,88.81,91.57,SUP-11,Electronics,Review,22.6,Team Gamma,Production line calibration completed.
BATCH-01697,2025-07-07,Plant 01,Line 3,Strada X,Morning,69,1,Mechanical,0,0,75.02,84.7,93.99,SUP-04,Electronics,Review,23.0,Team Beta,Minor process adjustment performed.
BATCH-00792,2025-12-28,Plant 02,Line 1,Veloce S,Afternoon,87,0,None,0,0,0.0,81.47,99.31,SUP-03,Interior,Passed,21.7,Team Beta,Minor process adjustment performed.
BATCH-00048,2025-06-28,Plant 02,Line 4,Veloce S,Night,115,4,Electronics,0,4,25.06,84.3,,SUP-11,Interior,Review,25.1,Team Delta,
BATCH-00706,2025-10-29,Plant 02,Line 1,Veloce S,Morning,107,2,Interior,2,0,15.61,75.69,96.13,SUP-06,Braking,Passed,26.9,Team Beta,Supplier component verification required.
BATCH-01814,2025-11-22,Plant 02,Line 3,Strada X,Night,54,3,Assembly,0,3,18.44,92.87,92.51,SUP-02,Interior,Failed,19.1,Team Delta,Minor process adjustment performed.
BATCH-00668,2025-07-14,Plant 02,Line 2,Veloce S,Night,115,1,Mechanical,1,0,29.3,82.07,95.95,SUP-09,Suspension,Passed,22.7,Team Alpha,Supplier component verification required.
BATCH-00639,2025-03-10,Plant 02,Line 2,Aquila GT,Afternoon,94,0,None,0,0,27.15,86.48,100,SUP-04,Interior,Passed,24.5,Team Alpha,
BATCH-01808,2025-01-23,Plant 02,Line 2,Aquila GT,Morning,64,0,None,0,0,39.31,78.23,98.58,SUP-04,Body,Passed,21.8,Team Delta,Production line calibration completed.
BATCH-01641,2025-02-01,Plant 02,Line 1,Veloce S,Night,85,0,None,0,0,39.3,89.01,97.08,SUP-04,Body,Passed,24.1,Team Gamma,Supplier component verification required.
BATCH-00952,2025-10-15,Plant 02,Line 3,Eterna,Afternoon,105,1,Mechanical,1,0,41.48,100.54,97.04,SUP-08,Suspension,Passed,20.6,Team Delta,Routine quality inspection completed.
BATCH-00286,2025-09-15,Plant 02,Line 1,Strada X,Afternoon,87,0,None,0,0,0.0,90.28,99.88,SUP-05,Electronics,Passed,19.9,Team Delta,Production line calibration completed.
BATCH-00618,2025-06-15,Plant 01,Line 4,Strada X,Afternoon,114,0,None,0,0,50.65,88.92,98.95,,Braking,Passed,18.8,Team Gamma,
BATCH-00451,2025-05-06,Plant 01,Line 1,Strada X,Morning,53,0,None,0,0,4.96,69.79,98.3,SUP-09,Suspension,Passed,22.4,Team Gamma,Minor process adjustment performed.
BATCH-00940,2025-12-11,Plant 02,Line 4,Aquila GT,Afternoon,50,1,Assembly,0,0,50.58,82.45,93.9,SUP-03,Powertrain,Review,19.1,Team Alpha,Production line calibration completed.
BATCH-00144,2025-05-16,Plant 02,Line 3,Strada X,Afternoon,96,2,Mechanical,1,1,52.6,75.66,94.55,SUP-11,Suspension,Passed,25.2,Team Alpha,
BATCH-01373,2025-06-08,Plant 02,Line 1,Strada X,Night,69,1,Dimensional,0,1,27.12,65.98,98.81,SUP-09,Braking,Passed,18.0,Team Alpha,Supplier component verification required.
BATCH-00165,2025-05-09,Plant 02,Line 2,Eterna,Night,114,4,Interior,0,3,34.8,84.76,94.44,SUP-07,Electronics,Review,22.4,Team Alpha,
BATCH-00561,2025-09-21,Plant 01,Line 1,Aquila GT,Morning,117,2,Assembly,0,2,27.28,71.98,96.37,SUP-02,Interior,Passed,19.9,Team Alpha,Routine quality inspection completed.
BATCH-01566,2025-11-04,Plant 02,Line 4,Veloce S,Morning,51,1,Mechanical,0,0,50.54,67.65,95.35,SUP-01,Suspension,Passed,24.4,Team Delta,
BATCH-00157,2025-01-18,Plant 01,Line 1,Strada X,Morning,67,0,None,0,0,32.36,79.49,99.28,SUP-01,Electronics,Passed,22.6,Team Delta,
BATCH-01321,2025-11-02,Plant 02,Line 2,Aquila GT,Night,119,2,Interior,1,0,13.63,83.94,95.13,SUP-06,Suspension,Passed,24.2,Team Beta,
BATCH-01132,2025-10-30,Plant 02,Line 3,Aquila GT,Night,57,4,Mechanical,1,2,44.88,78.16,88.9,SUP-06,Suspension,Failed,23.5,Team Delta,
BATCH-00697,2025-11-26,Plant 01,Line 2,Strada X,Morning,111,2,Interior,2,0,34.57,79.72,93.52,SUP-04,Electronics,Review,23.4,Team Gamma,
BATCH-01889,2025-08-31,Plant 02,Line 4,Eterna,Afternoon,92,1,Assembly,0,1,84.18,99.11,98.95,SUP-09,Electronics,Passed,27.0,Team Gamma,Minor process adjustment performed.
BATCH-00484,2025-07-17,Plant 02,Line 1,Aquila GT,Night,77,0,None,0,0,11.72,76.77,99.47,SUP-11,Braking,Passed,22.7,Team Alpha,
BATCH-01351,2025-02-08,Plant 02,Line 4,Aquila GT,Morning,118,4,Paint,3,0,25.08,73.5,93.44,SUP-08,Powertrain,Review,22.8,Team Delta,
BATCH-00313,2025-02-10,Plant 02,Line 3,Veloce S,Night,108,4,Dimensional,2,0,45.42,78.45,91.98,SUP-02,Interior,Review,22.0,Team Gamma,
BATCH-01816,2025-11-07,Plant 02,Line 1,Veloce S,Morning,108,2,Assembly,2,0,27.54,73.24,99.34,SUP-08,Suspension,Passed,24.2,Team Beta,
BATCH-01009,2025-10-22,Plant 01,Line 3,Eterna,Morning,119,2,Paint,0,2,40.73,82.64,94.99,SUP-08,Suspension,Passed,22.4,Team Beta,
BATCH-01893,2025-11-28,Plant 01,Line 2,Eterna,Night,100,2,Mechanical,1,1,41.13,81.62,95.9,SUP-02,Suspension,Passed,25.8,Team Beta,
BATCH-01260,2025-03-30,Plant 02,Line 3,Aquila GT,Afternoon,118,1,Dimensional,0,0,26.04,74.54,99.57,,Powertrain,Passed,22.1,Team Beta,Routine quality inspection completed.
BATCH-00043,2025-12-15,Plant 02,Line 2,Strada X,Night,77,3,Mechanical,2,1,12.81,63.27,94.26,SUP-09,Interior,Review,18.8,Team Alpha,Production line calibration completed.
BATCH-00536,2025-02-02,Plant 01,Line 3,Strada X,Morning,61,0,None,0,0,22.11,95.44,100,SUP-04,Body,Passed,19.1,Team Alpha,
BATCH-01953,2025-07-22,Plant 01,Line 4,Aquila GT,Afternoon,86,5,Assembly,0,1,50.64,70.41,88.23,SUP-12,Powertrain,Failed,21.0,Team Beta,
BATCH-01954,2025-10-15,Plant 01,Line 3,Veloce S,Morning,73,1,Interior,1,0,72.13,90.52,95.84,SUP-12,Body,Passed,24.2,Team Gamma,Supplier component verification required.
